	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subspecies	Name
MGS.hg0178	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes sp.
MGS.hg0179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	unclassified	Bacteroidales sp.
MGS.hg0180	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0181	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	unclassified	Alistipes onderdonkii
MGS.hg0182	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	unclassified	unclassified	Butyricimonas sp.
MGS.hg0183	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii	unclassified	Intestinibacter bartlettii
MGS.hg0184	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0185	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	unclassified	Bifidobacterium catenulatum
MGS.hg0186	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas virosa	unclassified	Butyricimonas virosa
MGS.hg0187	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0188	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0189	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0190	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0191	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified	unclassified	unclassified	Prevotellaceae sp.
MGS.hg0192	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	unclassified	Erysipelatoclostridium ramosum
MGS.hg0193	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0194	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. SNUG30370	unclassified	Lachnoclostridium sp. SNUG30370
MGS.hg0195	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	Lachnospiraceae bacterium AM48-27BH	unclassified	Lachnospiraceae bacterium AM48-27BH
MGS.hg0196	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprocola	unclassified	Bacteroides coprocola
MGS.hg0197	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	unclassified	Bacteroides clarus
MGS.hg0198	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	unclassified	Ruminococcaceae sp.
MGS.hg0199	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter massiliensis	unclassified	Tidjanibacter massiliensis
MGS.hg0200	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	unclassified	Bacteroidales sp.
MGS.hg0201	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	unclassified	Veillonella dispar
MGS.hg0202	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta	unclassified	Eggerthella lenta
MGS.hg0203	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0204	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. 6_1_58FAA_CT1	unclassified	Tannerella sp. 6_1_58FAA_CT1
MGS.hg0205	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0206	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	unclassified	unclassified	Gemmiger sp.
MGS.hg0207	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	[Clostridium] leptum	unclassified	[Clostridium] leptum
MGS.hg0208	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis	unclassified	Romboutsia timonensis
MGS.hg0209	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	unclassified	Bifidobacterium breve
MGS.hg0210	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0211	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0212	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis	unclassified	Holdemanella biformis
MGS.hg0213	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	unclassified	Akkermansia muciniphila
MGS.hg0214	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Duodenibacillus	Duodenibacillus massiliensis	unclassified	Duodenibacillus massiliensis
MGS.hg0215	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. cv1	unclassified	Alistipes sp. cv1
MGS.hg0216	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	unclassified	unclassified	unclassified	unclassified	Eggerthellales sp.
MGS.hg0217	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0218	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0219	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis	unclassified	Tyzzerella nexilis
MGS.hg0220	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0221	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified	unclassified	Clostridium sp.
MGS.hg0222	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	unclassified	Parabacteroides merdae
MGS.hg0223	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0224	Bacteria	Firmicutes	Negativicutes	Veillonellales	unclassified	unclassified	unclassified	unclassified	Veillonellales sp.
MGS.hg0225	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0226	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0227	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0228	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	unclassified	Coprococcus eutactus
MGS.hg0229	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0230	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	unclassified	Ruminococcaceae sp.
MGS.hg0231	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0232	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	unclassified	Megamonas funiformis
MGS.hg0233	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0234	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0235	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	unclassified	unclassified	Parasutterella sp.
MGS.hg0236	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0237	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	Anaeromassilibacillus sp. Marseille-P3876	unclassified	Anaeromassilibacillus sp. Marseille-P3876
MGS.hg0238	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0239	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified	unclassified	Lachnospiraceae sp.
MGS.hg0240	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified	unclassified	Lachnospiraceae sp.
MGS.hg0241	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0242	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae	unclassified	[Clostridium] bolteae
MGS.hg0243	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	unclassified	unclassified	unclassified	unclassified	Acidaminococcales sp.
MGS.hg0244	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piger	unclassified	Desulfovibrio piger
MGS.hg0245	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Firmicutes bacterium OM04-13BH	unclassified	Firmicutes bacterium OM04-13BH
MGS.hg0246	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. AM59-24XD	unclassified	Roseburia sp. AM59-24XD
MGS.hg0247	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0248	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified	unclassified	Lachnospiraceae sp.
MGS.hg0249	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM33-3	unclassified	Clostridium sp. AM33-3
MGS.hg0250	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0251	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	unclassified	Alistipes senegalensis
MGS.hg0252	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0253	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified	unclassified	unclassified	Clostridiaceae sp.
MGS.hg0254	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	unclassified	Acidaminococcus intestini
MGS.hg0255	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0256	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0257	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0258	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0259	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified	unclassified	unclassified	Clostridiaceae sp.
MGS.hg0260	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0261	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0262	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0263	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. AF22-9	unclassified	Eubacterium sp. AF22-9
MGS.hg0264	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF27-2AA	unclassified	Clostridium sp. AF27-2AA
MGS.hg0265	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0266	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea sp. AF36-15AT	unclassified	Dorea sp. AF36-15AT
MGS.hg0267	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Clostridiales bacterium CCNA10	unclassified	Clostridiales bacterium CCNA10
MGS.hg0268	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes sp.
MGS.hg0269	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0270	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0271	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	unclassified	unclassified	Oscillibacter sp.
MGS.hg0272	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified	unclassified	Blautia sp.
MGS.hg0273	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	unclassified	unclassified	unclassified	Eggerthellaceae sp.
MGS.hg0274	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0275	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	Lachnospiraceae bacterium OM04-12BH	unclassified	Lachnospiraceae bacterium OM04-12BH
MGS.hg0276	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0277	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0278	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0279	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0280	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes sp.
MGS.hg0281	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	unclassified	Ruminococcaceae sp.
MGS.hg0282	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0283	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0284	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Erysipelatoclostridium	[Clostridium] innocuum	unclassified	[Clostridium] innocuum
MGS.hg0285	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	unclassified	Ruminococcaceae sp.
MGS.hg0286	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0287	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF31-8BH	unclassified	Ruminococcus sp. AF31-8BH
MGS.hg0288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter sp. AM16-33	unclassified	Odoribacter sp. AM16-33
MGS.hg0289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unclassified	unclassified	Bacteroides sp.
MGS.hg0290	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	unclassified	Sellimonas intestinalis
MGS.hg0291	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii	unclassified	Parabacteroides johnsonii
MGS.hg0292	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. OM07-9AC	unclassified	Clostridium sp. OM07-9AC
MGS.hg0293	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0294	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0295	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes sp.
MGS.hg0296	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0297	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0298	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Monoglobus	Monoglobus pectinilyticus	unclassified	Monoglobus pectinilyticus
MGS.hg0299	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	unclassified	Escherichia coli
MGS.hg0300	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified	unclassified	Prevotella sp.
MGS.hg0302	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0303	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0304	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0305	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0306	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii	unclassified	Bacteroides nordii
MGS.hg0307	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	unclassified	Veillonella atypica
MGS.hg0308	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum	unclassified	[Clostridium] symbiosum
MGS.hg0309	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0310	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ruminis	unclassified	Lactobacillus ruminis
MGS.hg0311	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella sp. AM18-8-1	unclassified	Sutterella sp. AM18-8-1
MGS.hg0312	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	unclassified	Bifidobacterium angulatum
MGS.hg0313	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	unclassified	Ruminococcus bromii
MGS.hg0314	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified	unclassified	Ruminococcus sp.
MGS.hg0315	Bacteria	Bacteroidetes	Bacteroidia	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteroidia sp.
MGS.hg0316	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0317	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	Intestinimonas butyriciproducens	unclassified	Intestinimonas butyriciproducens
MGS.hg0318	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. AF34-35BH	unclassified	Eubacterium sp. AF34-35BH
MGS.hg0319	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified	unclassified	unclassified	Clostridiaceae sp.
MGS.hg0320	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0321	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF21-42	unclassified	Ruminococcus sp. AF21-42
MGS.hg0322	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0323	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	unclassified	Bacteroides uniformis
MGS.hg0324	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified	unclassified	Prevotella sp.
MGS.hg0325	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0326	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0327	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0328	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0329	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0330	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	unclassified	unclassified	Coprobacillus sp.
MGS.hg0331	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0332	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae
MGS.hg0333	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0334	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	unclassified	Bacteroides cellulosilyticus
MGS.hg0335	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	unclassified	unclassified	unclassified	Rikenellaceae sp.
MGS.hg0336	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii	unclassified	Parabacteroides goldsteinii
MGS.hg0337	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0338	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0339	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0340	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. AF19-12LB	unclassified	Eubacterium sp. AF19-12LB
MGS.hg0341	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0342	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0343	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	unclassified	Bacteroidales sp.
MGS.hg0344	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp. KLE1798	unclassified	Akkermansia sp. KLE1798
MGS.hg0345	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	unclassified	unclassified	unclassified	Oscillospiraceae sp.
MGS.hg0346	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0347	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0348	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	unclassified	Streptococcus parasanguinis
MGS.hg0349	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0350	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum	unclassified	[Clostridium] symbiosum
MGS.hg0351	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified	unclassified	Prevotella sp.
MGS.hg0352	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified	unclassified	unclassified	Clostridiaceae sp.
MGS.hg0353	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. P4-67	unclassified	Prevotella sp. P4-67
MGS.hg0354	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified	unclassified	Burkholderiales sp.
MGS.hg0355	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0356	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	unclassified	Ruminococcaceae sp.
MGS.hg0357	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0358	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0359	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. AF16-48	unclassified	Eubacterium sp. AF16-48
MGS.hg0360	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes sp.
MGS.hg0361	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea sp. AF24-7LB	unclassified	Dorea sp. AF24-7LB
MGS.hg0362	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0363	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	unclassified	Anaerostipes hadrus
MGS.hg0364	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0365	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes sp.
MGS.hg0366	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
